pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,total_pitches_game,preferred_pitch,avg_preferred_ff_velocity,batter_name,bat_speed_pred,swing_length_pred,bat_speed_residual,swing_length_residual
FS,2024-07-07,88.7,-2.0,5.68,"Garrett, Reed",665833,657585,,foul,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,NYM,S,,,2,2,2024,-0.85,0.22,-1.27,2.61,,,663647.0,0,7,Bot,,,,,,,3.552383873233552,-129.31675452883243,-2.0185800585856346,-10.256208063328137,23.93303400184063,-29.443123106496166,3.86,1.79,,,,89.2,1515.0,6.3,745477,682626,624413,578428,668901,596019,607043,664056,643446,54.25,,,,,,,,49,5,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,235.0,0.0,0.0,77.2,8.4,,0.0,,0,0,0.643,0.643,31,25,31,26,1,0,1.0,1.0,2.0,1.0,2.64,0.85,-0.85,39.2,23,FF,96.8,Oneil Cruz,75.34303436308257,7.9697811330302155,1.8569656369174368,0.43021886696978484
FS,2024-07-07,87.5,-1.98,5.67,"Garrett, Reed",665833,657585,,foul,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,NYM,S,,,2,2,2024,-0.26,0.18,-1.47,2.23,,,663647.0,0,7,Bot,,,,,,,1.7773064426763974,-127.51590124345968,-2.5779424692949298,-3.181289420715294,25.021634792492417,-29.846021981481137,3.86,1.79,,,,87.6,1406.0,6.2,745477,682626,624413,578428,668901,596019,607043,664056,643446,54.33,,,,,,,,49,6,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,236.0,0.0,0.0,66.8,8.6,,0.0,,0,0,0.643,0.643,31,25,31,26,1,0,1.0,1.0,2.0,1.0,2.77,0.26,-0.26,43.5,23,FF,96.8,Oneil Cruz,74.89891042434888,8.417082963192957,-8.098910424348887,0.18291703680704252
FS,2024-07-07,88.8,-1.88,5.62,"Garrett, Reed",665833,657585,strikeout,swinging_strike,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,NYM,S,2.0,,3,2,2024,-0.67,0.23,-0.57,0.84,,,663647.0,0,7,Bot,,,,,,,4.628647020567958,-129.22837815484218,-6.216290407063271,-8.420924078910312,23.42825027993983,-28.63383171145701,3.86,1.79,,,,89.5,1450.0,6.4,745477,682626,624413,578428,668901,596019,607043,664056,643446,54.09,,0.0,0.0,1.0,0.0,0.0,,49,8,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,238.0,-0.054,-0.518,79.1,9.3,,0.518,,0,0,0.643,0.643,31,25,31,26,1,0,1.0,1.0,2.0,1.0,2.63,0.67,-0.67,39.7,23,FF,96.8,Oneil Cruz,75.72127539744011,8.912446798597937,3.3787246025598847,0.3875532014020635
CU,2024-06-30,83.6,-2.24,6.09,"Holmes, Grant",665833,656550,single,hit_into_play,,,,,7.0,Oneil Cruz singles on a line drive to left fielder Luke Williams.,R,L,R,ATL,PIT,X,7.0,line_drive,0,1,2024,0.66,-0.48,-0.41,2.41,,,,2,7,Top,77.55,92.02,,,,,2.9098218825252413,-121.85496025328072,-1.2022839001248258,6.07061198434728,21.629858471186346,-36.95767927540469,3.82,1.77,252.0,98.4,13.0,83.4,2728.0,5.8,747101,669221,621566,645277,663586,606115,663897,672284,594807,54.67,0.94,0.908,0.9,1.0,1.0,0.0,4.0,52,2,Curveball,1,4,4,1,4,1,4,1,Strategic,Standard,39.0,-0.005,0.144,79.8,7.3,1.14,-0.144,98.4,-3,3,0.113,0.887,28,25,28,26,1,3,4.0,1.0,4.0,2.0,3.7,-0.66,0.66,43.4,33,FF,94.6,Oneil Cruz,78.34493678357697,8.000799407905493,1.455063216423028,-0.7007994079054933
FF,2024-04-24,94.3,-2.59,5.89,"Wilson, Bryse",665833,669060,field_out,hit_into_play,,,,,3.0,Oneil Cruz flies out to right fielder Jackson Chourio.,R,L,R,PIT,MIL,X,9.0,fly_ball,0,1,2024,-0.22,1.39,0.76,3.86,,,,1,4,Bot,133.5,66.62,,,,,9.273244405998978,-137.00499266255414,-2.642940447704052,-4.889426368747225,31.249952731861423,-14.351156323202272,3.84,1.8,329.0,89.3,34.0,94.7,2174.0,6.7,745513,661388,641343,668930,687401,642715,686217,663368,694192,53.83,0.02,0.027,0.0,1.0,0.0,0.0,3.0,37,2,4-Seam Fastball,2,3,2,3,3,2,2,3,Strategic,Strategic,206.0,-0.022,-0.138,63.9,6.4,0.048,0.138,89.3,-1,-1,0.391,0.391,26,25,27,26,2,1,4.0,1.0,5.0,1.0,1.19,0.22,-0.22,48.7,75,FF,93.6,Oneil Cruz,70.23371815110042,5.885036876267999,-6.33371815110042,0.5149631237320014
FF,2024-09-25,94.5,-2.29,5.78,"Peralta, Freddy",665833,642547,field_out,hit_into_play,,,,,1.0,"Oneil Cruz grounds out, shortstop Willy Adames to first baseman Rhys Hoskins.",R,L,R,PIT,MIL,X,6.0,ground_ball,0,1,2024,-0.52,1.37,-0.52,3.68,,,,2,1,Bot,116.42,151.22,,,,,5.793629037383656,-137.51463947975213,-2.883608192948276,-7.807987494379651,29.36925297291565,-14.266702506878742,3.81,1.77,6.0,101.7,-30.0,95.1,2368.0,6.5,745442,661388,656555,668930,687401,642715,694192,669003,686217,53.97,0.126,0.127,0.0,1.0,0.0,0.0,2.0,7,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,209.0,-0.01,-0.083,66.4,5.7,0.152,0.083,101.7,0,0,0.51,0.51,28,25,28,26,1,0,7.0,1.0,6.0,1.0,1.17,0.52,-0.52,40.2,96,FF,94.4,Oneil Cruz,75.91873465051664,6.397538250063265,-9.518734650516635,-0.697538250063265
FF,2024-09-25,94.8,-2.7,5.37,"Peralta, Freddy",665833,642547,,swinging_strike,,,,,12.0,Oneil Cruz grounds out to first baseman Rhys Hoskins.   Isiah Kiner-Falefa to 3rd.,R,L,R,PIT,MIL,S,,,2,1,2024,-0.57,1.38,0.57,4.31,,643396.0,,1,4,Bot,,,,,,,9.933843524347347,-137.73342807367587,-0.1816256179639927,-9.49057189892464,30.202319367813132,-14.754948497542188,3.81,1.77,,,,95.8,2520.0,6.9,745442,661388,656555,668930,687401,642715,694192,669003,686217,53.59,,,,,,,,27,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Strategic,214.0,0.0,-0.1,70.4,5.0,,0.1,,-1,-1,0.447,0.447,28,25,28,26,2,1,7.0,1.0,6.0,1.0,1.16,0.57,-0.57,37.7,96,FF,94.4,Oneil Cruz,61.64481086846543,4.84409794997277,8.755189131534578,0.15590205002722968
SL,2024-09-25,81.2,-2.79,5.2,"Peralta, Freddy",665833,642547,field_out,hit_into_play,,,,,13.0,Oneil Cruz grounds out to first baseman Rhys Hoskins.   Isiah Kiner-Falefa to 3rd.,R,L,R,PIT,MIL,X,3.0,ground_ball,3,2,2024,0.46,-0.32,-0.1,1.61,,643396.0,,1,4,Bot,149.75,169.4,,,,,5.179958610101098,-118.19663761824935,-0.8153029793203495,3.341333996554185,22.457931974324605,-35.19429461351192,3.81,1.77,9.0,80.3,-11.0,82.0,2310.0,6.8,745442,661388,656555,668930,687401,642715,694192,669003,686217,53.69,0.063,0.071,0.0,1.0,0.0,0.0,2.0,27,6,Slider,0,1,0,1,1,0,0,1,Standard,Strategic,61.0,-0.042,-0.335,74.3,8.8,0.071,0.335,88.0,-1,-1,0.447,0.447,28,25,28,26,2,1,7.0,1.0,6.0,1.0,3.77,-0.46,0.46,34.5,96,FF,94.4,Oneil Cruz,76.45899005361613,8.548258668983255,-2.1589900536161366,0.25174133101674556
SL,2024-04-25,80.5,-3.41,5.2,"Peralta, Freddy",665833,642547,,swinging_strike,,,,,14.0,Oneil Cruz walks.,R,L,R,PIT,MIL,S,,,1,0,2024,0.78,0.57,0.3,1.31,,,,0,2,Bot,,,,,,,6.79524855278815,-117.07461508781202,-3.1078796994271434,6.030531668134495,20.76269030162953,-26.525485686750255,3.84,1.81,,,,81.2,2357.0,6.7,745512,661388,641343,668930,686554,642715,686894,663368,686217,53.82,,,,,,,,16,2,Slider,3,1,3,1,1,3,3,1,Standard,Strategic,58.0,0.0,-0.044,68.0,9.6,,0.044,,2,2,0.754,0.754,28,25,28,26,1,0,6.0,1.0,5.0,1.0,2.93,-0.78,0.78,34.9,91,FF,94.4,Oneil Cruz,74.50426762095854,8.620669453931018,-6.504267620958544,0.9793305460689812
CH,2024-04-25,88.2,-3.63,5.11,"Peralta, Freddy",665833,642547,,swinging_strike,,,,,13.0,Oneil Cruz walks.,R,L,R,PIT,MIL,S,,,2,1,2024,-1.31,0.52,-0.67,1.23,,,,1,4,Bot,,,,,,,9.949576653789656,-128.02612961535434,-4.407479815999777,-16.444476603699332,26.395626861001425,-25.748463683430412,3.85,1.81,,,,88.4,1757.0,6.6,745512,661388,641343,668930,686554,642715,686894,663368,686217,53.95,,,,,,,,35,4,Changeup,3,3,3,3,3,3,3,3,Infield shade,Strategic,241.0,0.0,-0.049,39.6,7.3,,0.049,,0,0,0.532,0.532,28,25,28,26,2,1,6.0,1.0,5.0,1.0,2.43,1.31,-1.31,32.4,91,FF,94.4,Oneil Cruz,75.19211225385453,8.818116074350767,-35.59211225385453,-1.5181160743507673
KC,2024-05-14,88.8,-0.39,6.58,"Megill, Trevor",665833,656730,strikeout,swinging_strike,,,,,8.0,Oneil Cruz strikes out swinging.,R,L,R,MIL,PIT,S,2.0,,1,2,2024,0.06,-0.58,-0.13,1.93,,,,1,9,Top,,,,,,,0.5267346292073001,-129.3526677766649,-4.188443278397696,0.5251527283180802,25.01932403736843,-38.10469129228244,3.84,1.76,,,,89.5,2807.0,6.5,745989,661388,641343,668930,687401,642715,592885,686217,694192,54.02,,0.0,0.0,1.0,0.0,0.0,,65,5,Knuckle Curve,4,2,2,4,2,4,2,4,Strategic,Strategic,36.0,0.023,-0.115,74.2,8.5,,0.115,,2,-2,0.966,0.034,30,25,31,26,1,3,3.0,1.0,4.0,1.0,3.45,-0.06,0.06,54.7,24,FF,98.8,Oneil Cruz,79.97805562531423,8.11249175483832,-5.778055625314224,0.3875082451616798
FF,2024-08-21,90.4,3.14,4.97,"Heaney, Andrew",665833,571760,,foul_tip,,,,,12.0,Oneil Cruz lines out to third baseman Josh Jung.,R,L,L,TEX,PIT,S,,,0,0,2024,1.27,1.15,0.95,3.25,,,650559.0,1,4,Top,,,,,,,-8.166505161768532,-131.35625889497177,-0.7586875485844011,16.40702588854774,28.208221380276324,-18.946866812165588,3.8,1.76,,,,90.4,2314.0,6.4,744973,641680,663993,543760,673962,608369,694671,665750,608671,54.12,,,,,,,,27,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,124.0,0.0,-0.047,73.2,5.4,,0.047,,0,0,0.497,0.503,33,25,33,26,2,1,5.0,1.0,6.0,1.0,1.65,1.27,1.27,25.8,90,FF,91.5,Oneil Cruz,72.91953198349975,6.3270703022256125,0.2804680165002509,-0.9270703022256122
FF,2024-08-21,90.2,3.16,4.92,"Heaney, Andrew",665833,571760,field_out,hit_into_play,,,,,6.0,Oneil Cruz lines out to third baseman Josh Jung.,R,L,L,TEX,PIT,X,5.0,line_drive,2,1,2024,1.32,1.19,0.53,2.43,,,650559.0,1,4,Top,102.59,159.69,,,,,-9.336392393908922,-131.08387844116345,-2.756758224131567,17.182368256939704,28.169270360046717,-18.044984230968172,3.8,1.76,123.0,83.8,8.0,90.3,2345.0,6.4,744973,641680,663993,543760,673962,608369,694671,665750,608671,54.07,0.44,0.406,0.0,1.0,0.0,0.0,4.0,27,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,126.0,0.034,-0.342,80.9,6.2,0.484,0.342,88.0,0,0,0.497,0.503,33,25,33,26,2,1,5.0,1.0,6.0,1.0,1.62,1.32,1.32,28.0,90,FF,91.5,Oneil Cruz,81.41992486568444,7.380122844591789,-0.5199248656844304,-1.1801228445917884
CH,2024-09-13,83.9,-2.12,5.81,"Stratton, Chris",665833,608717,,swinging_strike,,,,,13.0,Oneil Cruz singles on a ground ball to left fielder Tommy Pham.   Jared Triolo scores.    Isiah Kiner-Falefa to 3rd.,R,L,R,PIT,KC,S,,,2,1,2024,-1.14,0.11,-0.67,1.6,,669707.0,643396.0,2,9,Bot,,,,,,,5.613397670043214,-122.1300531345544,-3.5710352194317228,-12.486462413941243,23.4170734206604,-30.62309097995043,3.81,1.78,,,,84.2,2015.0,6.4,745447,666023,493329,686681,672580,677951,502054,664728,592669,54.07,,,,,,,,77,4,Changeup,2,8,2,8,8,2,2,8,Standard,Standard,239.0,0.0,-0.163,84.5,8.6,,0.163,,-6,-6,0.001,0.001,33,25,34,26,1,4,4.0,2.0,,1.0,3.12,1.14,-1.14,32.1,28,FF,91.8,Oneil Cruz,76.98471549645848,8.59148082467094,7.5152845035415226,0.008519175329059436
CH,2024-09-13,85.7,-2.06,5.85,"Stratton, Chris",665833,608717,,foul,,,,,14.0,Oneil Cruz singles on a ground ball to left fielder Tommy Pham.   Jared Triolo scores.    Isiah Kiner-Falefa to 3rd.,R,L,R,PIT,KC,S,,,3,2,2024,-1.36,0.23,0.05,1.48,,669707.0,643396.0,2,9,Bot,,,,,,,7.75315936360805,-124.49433578533952,-4.528667733609071,-15.699117536552926,24.88942090098551,-29.030099625658952,3.81,1.78,9.0,84.3,-9.0,85.9,1935.0,6.5,745447,666023,493329,686681,672580,677951,502054,664728,592669,53.99,,,,,,,,77,6,Changeup,2,8,2,8,8,2,2,8,Standard,Standard,239.0,0.0,0.0,80.1,8.5,,0.0,88.0,-6,-6,0.001,0.001,33,25,34,26,1,4,4.0,2.0,,1.0,2.88,1.36,-1.36,32.2,28,FF,91.8,Oneil Cruz,78.08502189408605,8.454317153669672,2.01497810591394,0.04568284633032782
FF,2024-09-13,91.9,-2.07,5.9,"Stratton, Chris",665833,608717,single,hit_into_play,,,,,1.0,Oneil Cruz singles on a ground ball to left fielder Tommy Pham.   Jared Triolo scores.    Isiah Kiner-Falefa to 3rd.,R,L,R,PIT,KC,X,7.0,ground_ball,3,2,2024,-0.66,1.16,-0.45,3.33,,669707.0,643396.0,2,9,Bot,90.85,103.59,,,,,5.517167271675015,-133.72990721048672,-3.2123077736003403,-9.057903742031458,27.04172109193351,-17.678329783237054,3.81,1.78,31.0,97.5,-4.0,92.2,2315.0,6.3,745447,666023,493329,686681,672580,677951,502054,664728,592669,54.16,0.274,0.303,0.9,1.0,1.0,0.0,2.0,77,7,4-Seam Fastball,2,8,2,8,8,3,3,8,Standard,Standard,213.0,0.003,0.869,80.0,6.2,0.274,-0.869,97.5,-6,-6,0.001,0.001,33,25,34,26,1,4,4.0,2.0,,1.0,1.52,0.66,-0.66,35.0,28,FF,91.8,Oneil Cruz,77.27907141870219,6.58208310234367,2.7209285812978123,-0.38208310234367016
SL,2024-04-07,86.0,2.63,5.76,"Akin, Keegan",665833,669211,field_out,hit_into_play,,,,,7.0,Oneil Cruz flies out to left fielder Austin Hays.,R,L,L,PIT,BAL,X,7.0,fly_ball,1,1,2024,-0.33,0.35,-0.33,1.77,,,,1,8,Bot,86.81,79.93,,,,,-6.300222058857656,-124.99176394495554,-3.782492617650982,-2.022646675066623,28.615166028499868,-27.93301792625985,3.77,1.81,311.0,90.3,36.0,84.9,2463.0,6.0,745523,543510,663624,622761,676059,683002,669720,656775,623993,54.55,0.006,0.005,0.0,1.0,0.0,0.0,3.0,56,3,Slider,1,2,1,2,2,1,1,2,Standard,Standard,189.0,-0.046,-0.154,77.5,7.6,0.008,0.154,90.3,-1,-1,0.235,0.235,29,25,29,26,1,3,1.0,1.0,3.0,1.0,2.78,-0.33,-0.33,44.5,8,FF,93.9,Oneil Cruz,79.0677566726332,8.337280660426494,-1.5677566726331946,-0.7372806604264941
CU,2024-08-22,82.5,3.61,5.4,"Lodolo, Nick",665833,666157,,swinging_strike,,,,,13.0,Oneil Cruz called out on strikes.,R,L,L,PIT,CIN,S,,,0,1,2024,-0.67,-0.05,-1.39,1.39,,,,1,2,Bot,,,,,,,-9.985398863887346,-119.70720047962044,-2.4176506277094187,-4.32343813895057,24.68370571222684,-32.36628672959402,3.81,1.75,,,,81.6,2323.0,6.0,745465,571912,642086,669289,682622,682829,668715,670770,642708,54.52,,,,,,,,12,2,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,309.0,0.0,-0.036,47.3,8.2,,0.036,,0,0,0.527,0.527,26,25,26,26,1,0,5.0,1.0,,1.0,3.44,-0.67,-0.67,17.0,91,FF,94.1,Oneil Cruz,69.60224115726821,9.052579175041078,-22.302241157268213,-0.8525791750410789
SI,2024-08-22,93.9,3.77,5.32,"Lodolo, Nick",665833,666157,,swinging_strike,,,,,9.0,Oneil Cruz strikes out swinging.,R,L,L,PIT,CIN,S,,,2,1,2024,1.48,0.38,0.57,2.37,,650559.0,,2,4,Bot,,,,,,,-11.543237758042755,-136.25662328773308,-2.7124568496878334,20.994427546679045,30.51963991379944,-27.00498365294642,3.81,1.75,,,,93.6,2272.0,6.3,745465,571912,642086,669289,682622,682829,668715,670770,642708,54.2,,,,,,,,27,4,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,110.0,0.0,-0.069,73.1,5.6,,0.069,,0,0,0.542,0.542,26,25,26,26,2,1,5.0,1.0,,1.0,2.22,1.48,1.48,15.4,91,FF,94.1,Oneil Cruz,81.80960628894725,7.3098677813998405,-8.709606288947256,-1.7098677813998409
SI,2024-08-22,94.8,3.75,5.18,"Lodolo, Nick",665833,666157,strikeout,swinging_strike,,,,,3.0,Oneil Cruz strikes out swinging.,R,L,L,PIT,CIN,S,2.0,,2,2,2024,1.52,0.33,0.67,3.25,,650559.0,,2,4,Bot,,,,,,,-11.425026587656312,-137.5672957233366,-0.0670859427867748,21.893830016324955,31.608888385210513,-28.18209653364867,3.81,1.75,,,,94.5,2199.0,6.4,745465,571912,642086,669289,682622,682829,668715,670770,642708,54.13,,0.0,0.0,1.0,0.0,0.0,,27,5,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,109.0,-0.042,-0.277,78.8,6.9,,0.277,,0,0,0.542,0.542,26,25,26,26,2,1,5.0,1.0,,1.0,2.23,1.52,1.52,15.7,91,FF,94.1,Oneil Cruz,76.67769316729614,6.337560972876926,2.122306832703856,0.5624390271230739
SI,2024-06-25,98.6,-1.88,5.81,"Zulueta, Yosver",665833,691172,,foul,,,,,1.0,Oneil Cruz called out on strikes.,R,L,R,CIN,PIT,S,,,0,0,2024,-1.34,0.49,-0.34,3.35,,572191.0,457705.0,1,6,Top,,,,,,,7.243689056811457,-143.46763217744763,-2.4186922989978505,-20.19440126408694,30.684221639363894,-24.981319053042185,3.87,1.79,278.0,84.5,30.0,98.5,2266.0,6.1,746697,663886,668715,663697,669289,682829,666181,656413,641584,54.44,,,,,,,,55,1,Sinker,3,8,8,3,8,3,8,3,Infield shade,Standard,229.0,0.0,-0.075,72.5,6.0,,0.075,88.0,-5,5,0.036,0.964,26,25,26,26,1,3,,1.0,13.0,1.0,1.84,1.34,-1.34,30.5,51,FF,95.8,Oneil Cruz,74.47311800037257,6.338538704094726,-1.9731180003725655,-0.3385387040947263
SI,2024-06-25,98.6,-1.79,5.88,"Zulueta, Yosver",665833,691172,,foul,,,,,1.0,Oneil Cruz called out on strikes.,R,L,R,CIN,PIT,S,,,0,1,2024,-1.21,0.32,-0.67,3.67,,572191.0,457705.0,1,6,Top,,,,,,,5.8495302880498,-143.62842636522834,-1.3326599302722393,-18.131614130569343,31.447745355710843,-27.603330654210364,3.87,1.79,291.0,88.9,35.0,98.6,2356.0,6.1,746697,663886,668715,663697,669289,682829,666181,656413,641584,54.38,,,,,,,,55,2,Sinker,3,8,8,3,8,3,8,3,Infield shade,Standard,226.0,0.0,-0.093,69.4,6.3,,0.093,88.9,-5,5,0.036,0.964,26,25,26,26,1,3,,1.0,13.0,1.0,2.01,1.21,-1.21,35.1,51,FF,95.8,Oneil Cruz,72.62070592413652,6.331419614909091,-3.22070592413651,-0.03141961490909129
KC,2024-07-26,82.1,-2.5,5.89,"Gallen, Zac",665833,668678,,swinging_strike,,,,,8.0,Oneil Cruz called out on strikes.,R,L,R,AZ,PIT,S,,,0,1,2024,0.52,-0.92,0.06,2.09,,,457705.0,0,1,Top,,,,,,,4.8146066862957735,-119.56031072890636,-0.3008949071737516,4.095587301549254,22.435101610834717,-41.17205069009635,3.86,1.8,,,,82.8,2530.0,6.7,747174,672515,572233,606466,553993,672695,666971,677950,682998,53.85,,,,,,,,2,2,Knuckle Curve,0,0,0,0,0,0,0,0,Standard,Standard,35.0,0.0,-0.073,86.8,8.6,,0.073,,0,0,0.464,0.536,28,25,29,26,1,0,6.0,2.0,5.0,1.0,4.29,-0.52,0.52,46.2,102,FF,93.7,Oneil Cruz,77.80216313418133,8.238264744592648,8.99783686581867,0.36173525540735163
KC,2024-07-26,82.3,-2.66,5.81,"Gallen, Zac",665833,668678,,swinging_strike,,,,,14.0,Oneil Cruz strikes out swinging.,R,L,R,AZ,PIT,S,,,0,0,2024,0.43,-0.88,0.1,1.14,,457705.0,,1,2,Top,,,,,,,5.4625143668138065,-119.86535573655551,-2.3975703910280863,3.132882354368636,22.061079689382908,-40.49613950370336,3.86,1.8,,,,83.0,2359.0,6.6,747174,672515,572233,606466,553993,672695,666971,677950,682998,53.89,,,,,,,,14,1,Knuckle Curve,0,3,3,0,3,0,3,0,Standard,Standard,37.0,0.0,-0.045,81.1,9.7,,0.045,,-3,3,0.2,0.8,28,25,29,26,2,1,6.0,2.0,5.0,1.0,4.23,-0.43,0.43,41.5,102,FF,93.7,Oneil Cruz,73.70533204798038,8.755065938831454,7.394667952019617,0.9449340611685457
KC,2024-07-26,82.0,-2.59,5.78,"Gallen, Zac",665833,668678,,swinging_strike_blocked,,,,,14.0,Oneil Cruz strikes out swinging.,R,L,R,AZ,PIT,S,,,0,1,2024,0.4,-0.89,0.72,0.81,,457705.0,,1,2,Top,,,,,,,6.7420377826262055,-119.25026577912924,-2.9725810142496014,2.566678231987602,22.16974903729978,-40.30726699744027,3.86,1.8,,,,82.5,2389.0,6.6,747174,672515,572233,606466,553993,672695,666971,677950,682998,53.91,,,,,,,,14,2,Knuckle Curve,0,3,3,0,3,0,3,0,Standard,Standard,34.0,0.0,-0.08,63.3,9.1,,0.08,,-3,3,0.2,0.8,28,25,29,26,2,1,6.0,2.0,5.0,1.0,4.27,-0.4,0.4,39.7,102,FF,93.7,Oneil Cruz,71.36515286632772,8.80060745588988,-8.065152866327722,0.29939254411011973
FF,2024-07-26,93.7,-2.53,5.93,"Gallen, Zac",665833,668678,,foul,,,,,2.0,Oneil Cruz strikes out swinging.,R,L,R,AZ,PIT,S,,,0,2,2024,-0.28,1.39,0.03,3.97,,457705.0,,1,2,Top,,,,,,,7.276622539798328,-136.37065586165517,-2.4298850377555983,-5.153219635669367,30.022541708211733,-14.518239238518271,3.86,1.8,238.0,74.4,33.0,94.3,2297.0,6.7,747174,672515,572233,606466,553993,672695,666971,677950,682998,53.84,,,,,,,,14,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,205.0,0.0,0.0,65.7,5.5,,0.0,88.0,-3,3,0.2,0.8,28,25,29,26,2,1,6.0,2.0,5.0,1.0,1.21,0.28,-0.28,43.2,102,FF,93.7,Oneil Cruz,68.61368319029266,5.86235602653848,-2.9136831902926588,-0.36235602653848
FF,2024-07-26,94.1,-2.45,5.91,"Gallen, Zac",665833,668678,,foul,,,,,11.0,Oneil Cruz strikes out swinging.,R,L,R,AZ,PIT,S,,,0,2,2024,-0.25,1.32,-0.43,4.2,,457705.0,,1,2,Top,,,,,,,5.830066365007644,-137.00786357192976,-1.7324348663115328,-4.377786381466003,27.984195604968814,-15.233362239322338,3.86,1.8,252.0,76.0,35.0,95.1,2248.0,6.7,747174,672515,572233,606466,553993,672695,666971,677950,682998,53.83,,,,,,,,14,4,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,201.0,0.0,0.0,69.0,5.5,,0.0,88.0,-3,3,0.2,0.8,28,25,29,26,2,1,6.0,2.0,5.0,1.0,1.23,0.25,-0.25,46.7,102,FF,93.7,Oneil Cruz,63.310387234390284,5.396636617752669,5.689612765609716,0.10336338224733144
KC,2024-07-26,80.6,-2.57,5.74,"Gallen, Zac",665833,668678,strikeout,swinging_strike,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,R,AZ,PIT,S,2.0,,0,2,2024,0.52,-0.97,-0.17,1.34,,457705.0,,1,2,Top,,,,,,,4.375279288445638,-117.3841753423578,-1.2725260759763724,3.959751712057073,22.364941275570107,-41.07784912389497,3.86,1.8,,,,81.0,2480.0,6.6,747174,672515,572233,606466,553993,672695,666971,677950,682998,53.94,,0.0,0.0,1.0,0.0,0.0,,14,5,Knuckle Curve,0,3,3,0,3,0,3,0,Standard,Standard,37.0,0.02,-0.214,84.0,9.3,,0.214,,-3,3,0.2,0.8,28,25,29,26,2,1,6.0,2.0,5.0,1.0,4.47,-0.52,0.52,39.7,102,FF,93.7,Oneil Cruz,74.24055980553261,8.73244743640792,9.759440194467388,0.5675525635920806
KC,2024-07-26,79.7,-2.51,5.84,"Gallen, Zac",665833,668678,,foul,,,,,7.0,Oneil Cruz lines out to first baseman Christian Walker.,R,L,R,AZ,PIT,S,,,2,0,2024,0.19,-0.61,-0.47,2.27,,,,0,5,Top,,,,,,,4.154060063143966,-116.05065746287386,0.0251416438744132,1.0094178831629024,21.1142615844867,-37.89729688701621,3.86,1.8,6.0,48.3,-23.0,80.4,2291.0,6.7,747174,672515,572233,606466,553993,672695,666971,677950,682998,53.81,,,,,,,,37,3,Knuckle Curve,1,3,3,1,3,1,3,1,Strategic,Standard,38.0,0.0,-0.058,85.3,8.8,,0.058,88.0,-2,2,0.239,0.761,28,25,29,26,3,2,6.0,2.0,5.0,1.0,4.18,-0.19,0.19,41.4,102,FF,93.7,Oneil Cruz,78.68838274133412,8.245664850309698,6.6116172586658735,0.5543351496903028
