pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,total_pitches_game,preferred_pitch,avg_preferred_ff_velocity,batter_name,bat_speed_pred,swing_length_pred,bat_speed_residual,swing_length_residual
SI,2024-04-15,93.1,-1.36,5.93,"Houser, Adrian",665833,605288,,swinging_strike,,,,,11.0,Oneil Cruz called out on strikes.,R,L,R,NYM,PIT,S,,,0,0,2024,-1.29,0.72,-1.26,2.75,,,,0,1,Top,,,,,,,3.1958162722044916,-135.57313151136464,-4.07441076045853,-16.66671732301214,29.227912805251897,-22.589841929442755,3.67,1.8,,,,94.5,2136.0,7.1,745840,682626,624413,643446,683146,596019,607043,664056,516782,53.44,,,,,,,,1,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,222.0,0.0,-0.033,84.1,7.7,,0.033,,0,0,0.5,0.5,31,25,31,26,1,0,6.0,1.0,6.0,1.0,1.9,1.29,-1.29,38.1,95,FF,93.6,Oneil Cruz,76.60285142249651,7.550979282215362,7.497148577503481,0.1490207177846381
CU,2024-04-15,80.1,-1.41,5.95,"Houser, Adrian",665833,605288,,swinging_strike,,,,,13.0,Oneil Cruz called out on strikes.,R,L,R,NYM,PIT,S,,,0,1,2024,0.4,-1.08,-0.2,1.08,,,,0,1,Top,,,,,,,1.9314529342502889,-116.70816731760772,-2.025565434792046,3.3160532048412255,21.852598178501474,-41.925764837056875,3.66,1.79,,,,80.8,2124.0,6.7,745840,682626,624413,643446,683146,596019,607043,664056,516782,53.83,,,,,,,,1,2,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,21.0,0.0,-0.049,80.1,8.2,,0.049,,0,0,0.5,0.5,31,25,31,26,1,0,6.0,1.0,6.0,1.0,4.63,-0.4,0.4,43.6,95,FF,93.6,Oneil Cruz,73.49610236338583,8.906799452234974,6.603897636614164,-0.706799452234975
CU,2024-05-25,86.4,-2.18,6.0,"Johnson, Pierce",665833,572955,,swinging_strike,,,,,14.0,Oneil Cruz called out on strikes.,R,L,R,PIT,ATL,S,,,0,0,2024,0.79,-0.51,1.12,1.19,457705.0,,668804.0,2,7,Bot,,,,,,,6.211380299626259,-125.73183853090694,-4.224155456225931,7.276628481413977,23.5310609368618,-37.0601341646029,3.88,1.77,,,,86.3,3053.0,6.0,745493,644433,621566,645277,670097,606115,672284,671739,660670,54.45,,,,,,,,59,1,Curveball,4,1,4,1,1,4,4,1,Standard,Standard,42.0,0.0,-0.077,59.7,7.8,,0.077,,3,3,0.946,0.946,33,25,33,26,1,3,2.0,1.0,4.0,4.0,3.55,-0.79,0.79,46.3,20,FF,95.5,Oneil Cruz,69.69019028249525,8.175376012664408,-9.990190282495249,-0.37537601266440834
CU,2024-05-25,87.0,-2.25,5.95,"Johnson, Pierce",665833,572955,,swinging_strike,,,,,14.0,Oneil Cruz called out on strikes.,R,L,R,PIT,ATL,S,,,0,1,2024,0.66,-0.25,0.76,0.99,457705.0,,668804.0,2,7,Bot,,,,,,,5.829800455518237,-126.61915055918956,-5.253861936563448,6.161205213526264,22.184893118804972,-34.18529385188651,3.88,1.77,,,,87.0,3234.0,6.0,745493,644433,621566,645277,670097,606115,672284,671739,660670,54.51,,,,,,,,59,2,Curveball,4,1,4,1,1,4,4,1,Standard,Standard,46.0,0.0,-0.138,80.1,8.2,,0.138,,3,3,0.946,0.946,33,25,33,26,1,3,2.0,1.0,4.0,4.0,3.23,-0.66,0.66,45.2,20,FF,95.5,Oneil Cruz,74.29286176656817,8.589125459293218,5.807138233431829,-0.3891254592932185
CU,2024-06-29,86.1,-2.18,6.29,"Johnson, Pierce",665833,572955,,swinging_strike,,,,,7.0,Oneil Cruz strikes out on automatic strike.,R,L,R,ATL,PIT,S,,,0,0,2024,0.41,-0.31,-0.33,2.14,,,,2,7,Top,,,,,,,3.5285425490185913,-125.32104557972872,-2.9562167495940717,3.5673268092142782,25.815520206600052,-35.07230651253298,3.82,1.77,,,,85.1,2902.0,5.6,747104,518595,621566,645277,663586,606115,657088,672284,594807,54.85,,,,,,,,54,1,Curveball,1,1,1,1,1,1,1,1,Infield shade,Standard,47.0,0.0,-0.016,73.0,9.2,,0.016,,0,0,0.567,0.433,33,25,33,26,1,0,3.0,1.0,3.0,1.0,3.39,-0.41,0.41,47.2,9,FF,95.5,Oneil Cruz,79.64003467332492,8.12144311831766,-6.640034673324919,1.0785568816823385
CU,2024-06-29,84.7,-2.14,6.24,"Johnson, Pierce",665833,572955,,swinging_strike,,,,,7.0,Oneil Cruz strikes out on automatic strike.,R,L,R,ATL,PIT,S,,,2,1,2024,0.49,-0.4,-0.38,1.8,,,,2,7,Top,,,,,,,3.106774192030691,-123.39842184425083,-3.2165397234553907,4.348507456051074,24.7497602448433,-35.85107042860201,3.82,1.77,,,,84.0,3006.0,5.8,747104,518595,621566,645277,663586,606115,657088,672284,594807,54.72,,,,,,,,54,4,Curveball,1,1,1,1,1,1,1,1,Infield shade,Standard,46.0,0.0,-0.032,75.6,9.8,,0.032,,0,0,0.567,0.433,33,25,33,26,1,0,3.0,1.0,3.0,1.0,3.57,-0.49,0.49,39.7,9,FF,95.5,Oneil Cruz,78.22530827663377,8.377575969312247,-2.625308276633774,1.422424030687754
SI,2024-04-19,92.7,-2.17,5.01,"Bello, Brayan",665833,678394,,foul,,,,,13.0,Oneil Cruz flies out to right fielder Rob Refsnyder.,R,L,R,PIT,BOS,S,,,0,0,2024,-1.39,0.13,-1.39,2.57,,,,0,1,Bot,,,,,,,5.007034920507641,-134.90418204865216,-0.723714175219987,-18.069888989330742,29.776540172027943,-30.627831539010536,3.75,1.79,200.0,72.8,46.0,92.3,1774.0,6.1,745518,657136,671213,665839,666915,678882,677800,680776,608701,54.44,,,,,,,,6,1,Sinker,0,2,0,2,2,0,0,2,Infield shade,Standard,250.0,0.0,-0.033,74.6,7.5,,0.033,88.0,-2,-2,0.342,0.342,25,25,25,26,1,0,5.0,2.0,23.0,1.0,2.52,1.39,-1.39,21.6,96,FF,95.6,Oneil Cruz,75.93086371262652,7.71434134589221,-1.330863712626524,-0.2143413458922101
CH,2024-04-19,84.5,-2.1,4.98,"Bello, Brayan",665833,678394,field_out,hit_into_play,,,,,7.0,Oneil Cruz flies out to right fielder Rob Refsnyder.,R,L,R,PIT,BOS,X,9.0,fly_ball,0,1,2024,-1.43,0.08,-0.79,2.09,,,,0,1,Bot,145.08,90.35,,,,,5.919156125182187,-122.96312404465586,-0.5676754680944819,-15.668367911802894,23.42984004557095,-31.475723965903946,3.75,1.79,274.0,79.5,38.0,84.7,1824.0,6.3,745518,657136,671213,665839,666915,678882,677800,680776,608701,54.19,0.014,0.013,0.0,1.0,0.0,0.0,3.0,6,2,Changeup,0,2,0,2,2,0,0,2,Infield shade,Standard,261.0,-0.022,-0.195,85.4,8.5,0.015,0.195,88.0,-2,-2,0.342,0.342,25,25,25,26,1,0,5.0,2.0,23.0,1.0,3.1,1.43,-1.43,24.7,96,FF,95.6,Oneil Cruz,77.43821036103083,8.325869253283477,7.961789638969179,0.17413074671652318
CH,2024-04-19,85.4,-1.87,5.23,"Bello, Brayan",665833,678394,,foul,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,BOS,S,,,2,1,2024,-1.44,0.22,-1.12,2.58,,,,0,3,Bot,,,,,,,4.6828065725941075,-124.32002703558976,-0.3776644550133587,-15.843600265827128,25.750421799334756,-30.069157289011525,3.75,1.79,73.0,64.3,8.0,85.4,2004.0,6.3,745518,657136,671213,665839,666915,678882,677800,680776,608701,54.18,,,,,,,,25,4,Changeup,0,3,0,3,3,0,0,3,Strategic,Standard,249.0,0.0,-0.062,82.7,8.5,,0.062,88.0,-3,-3,0.224,0.224,25,25,25,26,2,1,5.0,2.0,23.0,1.0,2.91,1.44,-1.44,24.5,96,FF,95.6,Oneil Cruz,75.5289045662073,7.957927761517148,7.171095433792701,0.5420722384828522
CH,2024-04-19,85.0,-1.9,5.08,"Bello, Brayan",665833,678394,,foul,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,BOS,S,,,3,2,2024,-1.44,-0.22,-1.41,2.15,,,,0,3,Bot,,,,,,,4.020292808455719,-123.67880005496842,-0.0849214116807823,-15.580963085293554,25.555155261009,-34.678689736460996,3.75,1.79,194.0,75.0,55.0,84.5,1729.0,6.0,745518,657136,671213,665839,666915,678882,677800,680776,608701,54.47,,,,,,,,25,6,Changeup,0,3,0,3,3,0,0,3,Strategic,Standard,259.0,0.0,0.0,87.4,7.6,,0.0,88.0,-3,-3,0.224,0.224,25,25,25,26,2,1,5.0,2.0,23.0,1.0,3.39,1.44,-1.44,25.7,96,FF,95.6,Oneil Cruz,74.05316237837732,8.409406633928597,13.346837621622683,-0.8094066339285977
SI,2024-04-19,95.0,-1.75,5.1,"Bello, Brayan",665833,678394,,foul,,,,,9.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,BOS,S,,,3,2,2024,-1.26,0.06,0.67,2.37,,,,0,3,Bot,,,,,,,9.108197654739651,-138.1575328392193,-1.6435723991621856,-18.12477381775302,30.137062060406407,-31.191645421862702,3.75,1.79,,,,94.8,1914.0,6.2,745518,657136,671213,665839,666915,678882,677800,680776,608701,54.35,,,,,,,,25,7,Sinker,0,3,0,3,3,0,0,3,Infield shade,Standard,246.0,0.0,0.0,67.1,6.3,,0.0,,-3,-3,0.224,0.224,25,25,25,26,2,1,5.0,2.0,23.0,1.0,2.46,1.26,-1.26,22.1,96,FF,95.6,Oneil Cruz,81.49389469313087,7.313299153688341,-14.393894693130875,-1.0132991536883411
CH,2024-04-19,86.3,-1.81,5.1,"Bello, Brayan",665833,678394,strikeout,swinging_strike,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,BOS,S,2.0,,3,2,2024,-1.35,0.27,-0.28,1.55,,,,0,3,Bot,,,,,,,6.357702143124208,-125.47830479676988,-2.7433161769815095,-15.523760311079812,25.333129690184553,-28.9845053699814,3.75,1.79,,,,86.1,1924.0,6.2,745518,657136,671213,665839,666915,678882,677800,680776,608701,54.32,,0.0,0.0,1.0,0.0,0.0,,25,8,Changeup,0,3,0,3,3,0,0,3,Infield shade,Standard,250.0,-0.023,-0.299,83.6,8.4,,0.299,,-3,-3,0.224,0.224,25,25,25,26,2,1,5.0,2.0,23.0,1.0,2.8,1.35,-1.35,24.3,96,FF,95.6,Oneil Cruz,78.42589727691698,8.472289158719295,5.17410272308301,-0.07228915871929509
CH,2024-04-19,85.0,-1.78,5.13,"Bello, Brayan",665833,678394,,foul,,,,,7.0,"Oneil Cruz grounds out softly, catcher Connor Wong to first baseman Triston Casas.",R,L,R,PIT,BOS,S,,,2,0,2024,-1.33,0.2,-0.73,2.01,,,,2,5,Bot,,,,,,,5.122236660857151,-123.65649225387156,-1.3621581069403308,-14.621190582320008,26.79177185191772,-30.01986010978442,3.75,1.79,8.0,79.7,-15.0,84.7,1708.0,6.3,745518,657136,671213,665839,666915,678882,677800,680776,608701,54.17,,,,,,,,44,3,Changeup,0,5,0,5,5,0,0,5,Infield shade,Standard,247.0,0.0,-0.023,73.0,8.7,,0.023,88.0,-5,-5,0.046,0.046,25,25,25,26,3,2,5.0,2.0,23.0,1.0,2.97,1.33,-1.33,24.1,96,FF,95.6,Oneil Cruz,77.8480158667912,8.359121572797546,-4.848015866791201,0.340878427202453
CH,2024-04-19,84.0,-1.83,5.15,"Bello, Brayan",665833,678394,field_out,hit_into_play,,,,,13.0,"Oneil Cruz grounds out softly, catcher Connor Wong to first baseman Triston Casas.",R,L,R,PIT,BOS,X,2.0,ground_ball,2,2,2024,-1.25,0.36,-0.47,1.42,,,,2,5,Bot,127.57,196.97,,,,,5.651795175093493,-122.2146589870437,-2.958521000425819,-13.622677904460955,24.59454090515006,-28.157276376112517,3.75,1.79,0.0,41.9,-75.0,84.1,1804.0,6.4,745518,657136,671213,665839,666915,678882,677800,680776,608701,54.1,0.194,0.209,0.0,1.0,0.0,0.0,1.0,44,5,Changeup,0,5,0,5,5,0,0,5,Infield shade,Standard,248.0,-0.004,-0.084,70.0,7.9,0.202,0.084,88.0,-5,-5,0.046,0.046,25,25,25,26,3,2,5.0,2.0,23.0,1.0,2.87,1.25,-1.25,26.4,96,FF,95.6,Oneil Cruz,75.84036292961918,8.605009014278993,-5.840362929619175,-0.7050090142789927
SL,2024-08-10,82.7,0.53,6.14,"Vesia, Alex",665833,681911,,foul,,,,,13.0,Oneil Cruz walks.   Bryan Reynolds to 2nd.,R,L,L,LAD,PIT,S,,,1,0,2024,-0.58,-0.04,-1.18,2.22,,,668804.0,0,6,Top,,,,,,,-2.7510197036736512,-120.51450092296606,-2.4292601559177736,-5.216276501276053,21.57985411167049,-32.32391521391629,3.82,1.77,,,,82.6,2497.0,6.0,746112,605131,518692,666158,571771,605113,606192,595281,518792,54.51,,,,,,,,42,2,Slider,4,0,0,4,0,4,0,4,Strategic,Standard,233.0,0.0,-0.074,68.6,8.6,,0.074,,4,-4,0.898,0.102,28,25,28,26,1,2,3.0,1.0,2.0,1.0,3.34,-0.58,-0.58,65.0,22,FF,93.3,Oneil Cruz,74.49006043823185,8.495592026936025,-5.890060438231856,0.10440797306397442
FF,2024-09-24,91.2,-0.89,5.98,"Myers, Tobias",665833,668964,field_out,hit_into_play,,,,,6.0,Oneil Cruz flies out to left fielder Jackson Chourio in foul territory.,R,L,R,PIT,MIL,X,7.0,fly_ball,0,0,2024,-0.45,1.63,0.43,2.74,,,668804.0,1,1,Bot,40.96,118.73,,,,,4.319425390026625,-132.6296991481621,-5.751211944525558,-6.275236161153109,30.480861537523587,-11.978523074825612,3.8,1.79,288.0,91.2,45.0,91.6,2191.0,6.7,745441,661388,656555,668930,687401,642715,694192,663368,686217,53.76,0.006,0.007,0.0,1.0,0.0,0.0,3.0,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,201.0,-0.028,-0.301,71.8,6.7,0.013,0.301,91.2,0,0,0.55,0.55,25,25,26,26,1,0,5.0,2.0,4.0,1.0,1.13,0.45,-0.45,60.2,49,FF,93.0,Oneil Cruz,80.94740098208534,7.031599920775573,-9.147400982085344,-0.3315999207755729
FC,2024-09-24,88.6,-0.93,5.95,"Myers, Tobias",665833,668964,field_out,hit_into_play,,,,,6.0,Oneil Cruz lines out sharply to center fielder Blake Perkins.,R,L,R,PIT,MIL,X,8.0,line_drive,0,0,2024,0.12,0.99,0.47,2.98,,,,0,3,Bot,131.31,53.61,,,,,3.178141210262139,-128.93803679129982,-3.202195207790932,0.540794939790563,29.976628322655703,-20.727733239314578,3.8,1.79,359.0,102.1,21.0,88.3,2124.0,6.4,745441,661388,656555,668930,687401,642715,694192,663368,686217,54.12,0.54,0.733,0.0,1.0,0.0,0.0,5.0,25,1,Cutter,2,3,2,3,3,2,2,3,Strategic,Standard,182.0,-0.027,-0.228,83.1,6.8,1.215,0.228,102.1,-1,-1,0.43,0.43,25,25,26,26,2,1,5.0,2.0,4.0,1.0,1.94,-0.12,0.12,60.4,49,FF,93.0,Oneil Cruz,78.58479339407369,7.124093733337274,4.515206605926309,-0.324093733337274
CH,2024-04-23,80.2,-0.97,5.89,"Myers, Tobias",665833,668964,single,hit_into_play,,,,,7.0,Oneil Cruz singles on a line drive to center fielder Blake Perkins.,R,L,R,PIT,MIL,X,8.0,line_drive,2,1,2024,-0.76,1.2,-0.37,2.13,,,,2,2,Bot,110.36,117.28,,,,,2.792569507742284,-116.7438798681018,-3.940707762501949,-7.478073287654874,21.418935305595895,-20.645886375980577,3.83,1.8,163.0,100.9,7.0,81.2,1756.0,6.9,745516,596142,656555,668930,687401,642715,686894,663368,694192,53.6,0.657,0.619,0.9,1.0,1.0,0.0,4.0,14,4,Changeup,1,0,1,0,0,1,1,0,Strategic,Strategic,215.0,0.012,0.11,74.8,7.2,0.755,-0.11,100.9,1,1,0.626,0.626,25,25,26,26,1,0,,1.0,5.0,1.0,2.33,0.76,-0.76,58.8,83,FF,93.0,Oneil Cruz,77.78961685392667,8.362844979130458,-2.9896168539266768,-1.1628449791304574
FF,2024-09-07,91.9,1.82,5.79,"Herz, DJ",665833,687792,,swinging_strike,,,,,12.0,Oneil Cruz grounds out to first baseman Joey Gallo.,R,L,L,PIT,WSH,S,,,0,0,2024,1.05,1.44,1.12,4.16,,,,0,2,Bot,,,,,,,-4.085371791543946,-133.7470635445499,-1.3451625398950378,13.487922788717746,31.88918712617575,-14.94774038923741,3.86,1.79,,,,92.3,2333.0,6.8,745455,660688,608336,671277,677588,682928,695578,696285,686611,53.74,,,,,,,,14,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,142.0,0.0,-0.033,38.6,3.9,,0.033,,-1,-1,0.437,0.437,23,25,23,26,1,0,7.0,2.0,6.0,0.0,1.28,1.05,1.05,38.3,87,FF,93.5,Oneil Cruz,57.46248773415118,5.002779446788461,-18.86248773415118,-1.1027794467884608
SL,2024-09-07,86.1,1.86,5.65,"Herz, DJ",665833,687792,field_out,hit_into_play,,,,,13.0,Oneil Cruz grounds out to first baseman Joey Gallo.,R,L,L,PIT,WSH,X,3.0,ground_ball,0,2,2024,-0.05,0.26,-0.64,1.51,,,,0,2,Bot,155.26,166.4,,,,,-5.855454928833695,-125.2701827208132,-4.13676418760314,0.6539590726373836,25.68761404349364,-28.74872621292745,3.86,1.79,3.0,86.0,-31.0,86.6,2339.0,6.6,745455,660688,608336,671277,677588,682928,695578,696285,686611,53.86,0.057,0.069,0.0,1.0,0.0,0.0,2.0,14,3,Slider,0,1,0,1,1,0,0,1,Strategic,Standard,165.0,-0.025,-0.146,70.2,8.0,0.066,0.146,88.0,-1,-1,0.437,0.437,23,25,23,26,1,0,7.0,2.0,6.0,0.0,2.81,-0.05,-0.05,34.6,87,FF,93.5,Oneil Cruz,77.85227275533796,8.629120356761067,-7.652272755337961,-0.6291203567610673
SL,2024-09-07,85.9,2.15,5.64,"Herz, DJ",665833,687792,,foul,,,,,8.0,Oneil Cruz grounds out to first baseman Joey Gallo.,R,L,L,PIT,WSH,S,,,0,0,2024,-0.02,0.31,0.2,2.42,,,,1,4,Bot,,,,,,,-4.586204827830903,-125.04233230604444,-1.9550284779726192,0.8012875839565712,27.504386865707943,-28.748066147913605,3.86,1.79,166.0,67.4,60.0,86.0,2215.0,6.5,745455,660688,608336,671277,677588,682928,695578,696285,686611,53.97,,,,,,,,31,1,Slider,0,2,0,2,2,0,0,2,Standard,Standard,273.0,0.0,-0.023,73.8,8.0,,0.023,88.0,-2,-2,0.271,0.271,23,25,23,26,2,1,7.0,2.0,6.0,0.0,2.8,-0.02,-0.02,34.8,87,FF,93.5,Oneil Cruz,80.86117058190956,7.777204828255689,-7.061170581909565,0.22279517174431085
FF,2024-09-07,94.1,1.79,5.83,"Herz, DJ",665833,687792,,foul,,,,,3.0,Oneil Cruz grounds out to first baseman Joey Gallo.,R,L,L,PIT,WSH,S,,,0,1,2024,0.92,1.27,0.42,3.81,,,,1,4,Bot,,,,,,,-5.633787906131641,-136.93543181811262,-2.343475326486186,12.83351944849982,30.486894997509133,-15.946414267196367,3.86,1.79,153.0,70.6,64.0,94.7,2330.0,6.7,745455,660688,608336,671277,677588,682928,695578,696285,686611,53.82,,,,,,,,31,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,144.0,0.0,-0.036,74.9,6.3,,0.036,88.0,-2,-2,0.271,0.271,23,25,23,26,2,1,7.0,2.0,6.0,0.0,1.31,0.92,0.92,44.9,87,FF,93.5,Oneil Cruz,73.7865900139768,5.987465539551067,1.1134099860231998,0.3125344604489326
FF,2024-09-07,94.8,1.93,5.79,"Herz, DJ",665833,687792,,foul,,,,,12.0,Oneil Cruz grounds out to first baseman Joey Gallo.,R,L,L,PIT,WSH,S,,,0,2,2024,0.82,1.47,0.07,4.21,,,,1,4,Bot,,,,,,,-6.745093574026351,-137.87886552478687,-1.695106390326111,12.065560069937945,33.93554079823746,-13.436257389208537,3.86,1.79,,,,94.9,2340.0,6.6,745455,660688,608336,671277,677588,682928,695578,696285,686611,53.88,,,,,,,,31,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Strategic,Standard,142.0,0.0,0.0,55.7,4.9,,0.0,,-2,-2,0.271,0.271,23,25,23,26,2,1,7.0,2.0,6.0,0.0,1.1,0.82,0.82,38.9,87,FF,93.5,Oneil Cruz,63.36413183725348,5.308459098480795,-7.664131837253478,-0.40845909848079476
SL,2024-09-07,87.6,2.05,5.68,"Herz, DJ",665833,687792,field_out,hit_into_play,,,,,9.0,Oneil Cruz grounds out to first baseman Joey Gallo.,R,L,L,PIT,WSH,X,3.0,ground_ball,1,2,2024,-0.06,0.27,0.57,2.33,,,,1,4,Bot,157.65,169.24,,,,,-3.473769992241481,-127.54873534979936,-2.517120256123839,0.1430595871013475,27.797017372280585,-28.932498891887665,3.86,1.79,111.0,96.3,5.0,87.9,2335.0,6.6,745455,660688,608336,671277,677588,682928,695578,696285,686611,53.91,0.54,0.516,0.0,1.0,0.0,0.0,4.0,31,5,Slider,0,2,0,2,2,0,0,2,Strategic,Standard,219.0,-0.019,-0.115,65.9,7.6,0.623,0.115,96.3,-2,-2,0.271,0.271,23,25,23,26,2,1,7.0,2.0,6.0,0.0,2.71,-0.06,-0.06,35.7,87,FF,93.5,Oneil Cruz,80.63345396437302,7.740634798114914,-14.733453964373012,-0.14063479811491408
FS,2024-04-16,87.3,-2.11,5.69,"Garrett, Reed",665833,657585,,foul,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,R,NYM,PIT,S,,,1,1,2024,-1.1,0.32,-1.16,2.32,,,,0,7,Top,,,,,,,4.524868355376425,-127.08453337102452,-2.576160595861531,-12.854596958167564,26.78811077482024,-28.422481734836484,3.67,1.79,163.0,69.8,63.0,86.9,1858.0,6.1,745837,553882,624413,643446,621563,596019,607043,664056,516782,54.41,,,,,,,,44,3,Split-Finger,0,1,1,0,1,0,1,0,Standard,Standard,221.0,0.0,-0.051,67.5,8.1,,0.051,88.0,-1,1,0.3,0.7,31,25,31,26,1,2,4.0,1.0,3.0,1.0,2.68,1.1,-1.1,36.6,31,FF,96.8,Oneil Cruz,77.30621504676768,8.29095307993217,-9.806215046767676,-0.1909530799321697
FC,2024-04-16,90.3,-2.1,5.56,"Garrett, Reed",665833,657585,strikeout,swinging_strike,,,,,5.0,Oneil Cruz strikes out swinging.,R,L,R,NYM,PIT,S,2.0,,1,2,2024,0.33,0.39,-0.17,2.72,,,,0,7,Top,,,,,,,4.1229817302006335,-131.46014300718429,-1.9835586156655685,3.007821161919044,27.333555110200138,-27.38229810322353,3.67,1.79,,,,90.6,2509.0,6.4,745837,553882,624413,643446,621563,596019,607043,664056,516782,54.12,,0.0,0.0,1.0,0.0,0.0,,44,4,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,136.0,0.024,-0.167,82.9,6.7,,0.167,,-1,1,0.3,0.7,31,25,31,26,1,2,4.0,1.0,3.0,1.0,2.39,-0.33,0.33,36.7,31,FF,96.8,Oneil Cruz,80.00354224136137,7.328569941301751,2.8964577586386326,-0.6285699413017509
FS,2024-07-06,89.3,-2.09,5.64,"Garrett, Reed",665833,657585,strikeout,swinging_strike,,,,,13.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,NYM,S,2.0,,1,2,2024,-0.68,-0.29,-0.36,1.2,,,,0,7,Bot,,,,,,,5.666074478714003,-130.0386508884096,-4.34228863924199,-8.835666058649881,25.773774140594615,-34.81504862613396,3.84,1.78,,,,89.4,1613.0,6.2,745476,620443,624413,578428,668901,596019,607043,664056,621438,54.34,,0.0,0.0,1.0,0.0,0.0,,57,4,Split-Finger,2,5,2,5,5,2,2,5,Infield shade,Standard,236.0,-0.027,-0.167,72.4,9.1,,0.167,,-3,-3,0.118,0.118,31,25,31,26,1,2,5.0,1.0,1.0,1.0,3.13,0.68,-0.68,36.0,26,FF,96.8,Oneil Cruz,75.99307448884791,8.61860639020806,-3.593074488847904,0.48139360979194024
FS,2024-07-07,88.0,-2.08,5.73,"Garrett, Reed",665833,657585,,foul,,,,,4.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,NYM,S,,,1,0,2024,-1.03,0.31,-0.75,2.63,,,663647.0,0,7,Bot,,,,,,,5.344995151857617,-128.13802427441178,-2.1052285170300213,-12.456307105226688,24.373477370857017,-28.526883407918124,3.86,1.79,120.0,62.0,21.0,88.1,1640.0,6.1,745477,682626,624413,578428,668901,596019,607043,664056,643446,54.39,,,,,,,,49,2,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,234.0,0.0,-0.074,79.6,8.8,,0.074,88.0,0,0,0.643,0.643,31,25,31,26,1,0,1.0,1.0,2.0,1.0,2.61,1.03,-1.03,40.0,23,FF,96.8,Oneil Cruz,77.75514317073275,7.916064397950212,1.8448568292672434,0.8839356020497888
ST,2024-07-07,86.8,-2.27,5.47,"Garrett, Reed",665833,657585,,foul,,,,,14.0,Oneil Cruz strikes out swinging.,R,L,R,PIT,NYM,S,,,2,1,2024,0.56,0.48,0.12,1.3,,,663647.0,0,7,Bot,,,,,,,4.570913653173605,-126.52443810353846,-4.9149142086850794,5.413172122248555,20.60515125962244,-26.30413444827296,3.86,1.79,11.0,90.2,-7.0,87.5,2745.0,6.2,745477,682626,624413,578428,668901,596019,607043,664056,643446,54.29,,,,,,,,49,4,Sweeper,0,0,0,0,0,0,0,0,Infield shade,Standard,59.0,0.0,-0.072,72.9,9.3,,0.072,90.2,0,0,0.643,0.643,31,25,31,26,1,0,1.0,1.0,2.0,1.0,2.49,-0.56,0.56,33.9,23,FF,96.8,Oneil Cruz,76.64847092846654,8.60360804385724,-3.7484709284665314,0.6963919561427598
